smiles1,smiles2,ged
CC1CN1C,CC(C)(C)C=O,6
CC(=O)N1CC1,Cc1cocc1C,9
Cn1ccnn1,c1c[nH]c(c1N)O,9
CN1CC(=O)C1,CCCCC#C,5
C12C3C1C1C2C31,c1nc(no1)N,12
COC=O,c1cnc(nc1)N,12
OCC1CCO1,c1c([nH]c(n1)O)N,9
CC(C)(C)C,N1C2C3NC2C13,8
C1CC(C1)O,Cc1ccon1,7
Cc1ccn(c1)C,c1cnc(nc1)N,10
CCC(O)CO,c1c(c[nH]c1N)O,8
C1CO1,c1cnc[nH]c1=O,11
CCNC=O,CCC(=O)OC,5
OC1CCC1O,CC#CCCO,3
C1C(CO1)O,CC#CC(=NO)C,8
C=O,c1ncncn1,11
C1C(=O)OC=N1,C1CNC(=O)N1,4
CC(C#C)C#C,CCC(=O)CC,4
CC(=NO)CC#N,Cc1c(ocn1)C,8
CC1CCC1=NO,c1c(c[nH]c1O)O,9
CC1OCC=C1,c1c[nH]cnc1=O,7
CCOC(=O)C,N=COCC#N,4
OC1CC=CC1,CC12CC1CC2,3
CC1CC1C,c1[nH]cnn1,9
c1cnn[nH]1,CC1OC1C=O,11
C#CCC(=O)N,CC(=O)COC,3
C[NH2+]CC([O-])=O,O=C1CC2CN12,4
CCC(=NO)C,OC1CC1C=O,5
CC(C=O)C#C,c1c(c[nH]c1N)O,9
CC(C)C,CC(C)CO,2
CC1(CC1)O,C#CC#CC#N,7
CC1(CCO1)C,C1C2C1C1NC21,5
CC1(CO1)C,CC#CC1CO1,4
c1cn[nH]c1N,c1nc(on1)N,2
c1cn[nH]c1N,Cn1cccc1N,8
C(#N)C(=N)N,OC1CC1C#C,7
N=C1OCCO1,C1CC2CCC12,7
CC(C)C#N,CCOC(C)C,5
CC(C)C(C)C,c1nc(no1)O,10
CCC1OC1C,O=C1CN2CC12,5
CCN=COC,c1conc1N,7
C1C2CCC12,C(#CC#N)C#N,7
CC#CCCO,C1CCOCC1,2
C1CN1CCO,c1c(coc1N)O,8
c1nnon1,CN1CC1CO,10
c1nnno1,CC1CC=CC1,11
CC#CC(C)C,COC(=O)C=O,7
CC(=O)C,C(C#N)C#N,5
NCC(N)C#N,CC1NC1C=O,4
CC(=O)C1CN1,C1C2C1C1NC21,4
COC1CC1,C1C2C3OC1C23,4
Cc1ncco1,OC1CC2CC12,8
C#CC1CCC1,COCC1CC1,4
NC(=[NH2+])C([O-])=O,c1c(cn[nH]1)N,9
COC=O,CC(C)OC=O,4
C(C#N)N,N=C1N=COC=N1,10
C1C(CO1)C#N,OC1CC1C#N,2
C#CCNC=O,O=CCC1CO1,4
C1CC2(C1)CC2,Cc1c[nH]nn1,10
c1cn[nH]n1,CNC(=N)C=O,9
CNCC#N,Cc1coc(n1)N,8
Cc1nc(co1)N,CC1=COC(=N)O1,8
c1c(nc([nH]1)N)O,c1cncc(=O)[nH]1,8
CC(C)COC,c1ccc(cc1)N,9
CC1COC1=O,C1C(=O)NC=N1,4
CC(=NO)CO,CC1(CN1C)C,6
COC(=O)C#C,C(CC#N)C#N,5
Cc1cc(co1)O,c1coc(c1N)N,4
CC#CC#C,OCCC1CO1,6
CC(C)(C#N)O,c1cnc(cn1)O,9
C1C2C3CC1N23,Cn1ccnc1O,6
COC=O,COC(C)C#N,6
CC(C)CC=O,c1cocnc1=O,6
CC(C)O,CC1=CCOC1,7
C#CC#C,C1CC2(C1)CO2,8
COCC1CN1,CC1C2CC1C2,5
Cc1cc([nH]c1)C,Cc1cn(cn1)C,6
c1cc[nH]c1,c1ccccc1,5
c1ncncn1,CN(C)CC#N,8
C#C,C1C2C3OC1C23,12
c1cn[nH]n1,C1CC(=NO)C=C1,12
CC(=NO)C#C,c1c(c[nH]c1N)N,9
CCC#N,Cn1cc(nc1)O,9
C,CC1OC1CO,11
CC(=O)C,CC#CCOC,7
CCC1(CC1)C,C1C=CC(=O)N1,6
C#CC#C,c1cc(oc1N)O,10
CC1(CC1)C,C1CC(=O)C=C1,6
C1C2C3C1CN23,Cc1c[nH]cc1N,9
CCN(C)C=O,C#CC#CC#N,6
C1CC1C1CO1,c1(nnon1)N,11
C1C(=O)CO1,c1c(ocn1)N,9
CC(O)C(N)=O,NC1=COC(=N)O1,7
OC1CCC1O,c1ccnnc1,9
CC1CO1,CCCC1CC1,5
NC(CO)C#N,Cc1c[nH]cc1C,8
COC(C)=N,Cc1ccccn1,9
CC=O,OC1C2CCC12,9
c1cnc(=O)oc1,c1nc(c(o1)N)N,9
COCCC#N,CCOCCO,4
CCC(=O)CO,C1CC1CCO,4
CC(=O)NC,COCCC#N,6
COCC1CO1,Cc1cc(co1)N,9
CC(C)(C)O,CC(=NO)C1CO1,7
C(CO)O,N=C1OC=CO1,6
N=COCC#N,c1c[nH]c(c1O)O,9
CCC=O,c1c([nH]c(n1)O)N,11
CC1(CC1)C#C,c1cc[nH]c(=O)c1,8
C#CCC1CC1,Cn1ccnn1,6
N=C1OCCO1,C1NC1C1CN1,6
CC(C)C#C,Cc1[nH]ncn1,8
N=COC=O,CC(C)(C)CO,7
CC(=O)C1CO1,c1(nnon1)O,10
CC(C)(C)C,Cc1cc[nH]c1O,9
Cc1ccc(o1)C,c1cc([nH]c1N)O,3
CC1CC1(C)C,Cc1ccn(c1)C,5
CCCC(=O)N,OCC(O)C#C,4
CC1CO1,C1CNC1=O,5
CC(C)C#C,COC(C)C#N,4
CC(C)C(C)C,c1(=O)onno1,9
C(C=O)NC=O,Cn1cccc1O,6
CC1CC2CC12,OC1CN2CC12,2
[NH3+]CCC([O-])=O,CCOC=NC,6
CC1CC(C)O1,N1C2C1C1OC21,5
C(C#CC#N)O,C1CN1CC=O,5
Cc1n[nH]nn1,c1c(c(c[nH]1)N)N,6
C1C(=O)CN1,CC12CC1OC2,6
C(=O)C(C=O)O,OC1CN2CC12,6
CC(C)(C)O,c1cnccc1O,9
COC(C)=N,NCC(O)C#N,6
N=C1OC2CC12,C(#N)C(F)(F)F,8
CC(C)(C)C#N,CC1CC1CO,5
CCC#CCC,CCC1COC1,3
C1C=CC2NC12,c1[nH]c(=O)ncn1,6
CN(C)CC#N,C1NC1C1CO1,5
OC12CN(C1)C2,CC#CC#CC,8
CC(=O)CO,C1C2C3CC1C23,8
CC1CO1,C(=O)C(=O)C#N,6
CCC1(C)CO1,CC(O)C(C)=NO,5
CC12CC(C1)C2,C1COCOC1,7
CC(=O)N,CCCN1CC1,8
CCC#CCC,c1c(nc([nH]1)O)N,9
c1nncnn1,Cc1nc[nH]n1,4
CCC(=O)C=O,CC1OCC1O,3
C#CC1CN1,c1ccnc(c1)O,10
c1cnc[nH]1,Cn1cncn1,8
C(C#CC=O)O,O=C1NC2CC12,4
CCCC1CC1,c1c[nH]c(c1O)N,10
CC(C)(C)C=O,C1COC(=O)O1,7
c1cnoc1N,c1c(nc([nH]1)N)O,5
CC(C)(C)C#N,CC(C)(C#C)O,2
OC(C#C)C#N,c1nc(on1)N,8
CC(O)C(C)=NO,c1c([nH]c(n1)O)N,9
c1coc(=O)[nH]1,O1C2C1C1OC21,5
CCC(=O)NC,CC1OCCO1,5
C#CC#CC#C,C1C2C3CC1N23,7
CC(=NC)OC,C1C2C3CN1C23,5
CNC(=N)C#N,Cc1ccoc1C,10
CC#CC(C)C,Cc1c[nH]cc1N,8
c1[nH]nc(n1)O,c1nc(c(o1)N)O,4
n1nnon1,C1CN(C1)C=O,11
COCCO,CC1NCC1=O,5
CNC(=O)NC,C#CC(=NO)CO,7
CC12CC1CO2,COCCC#N,5
c1cc[nH]c1,CC(C)CCO,8
CCC(C)O,CCC#CCC,5
COC(C)CO,c1[nH]c(=O)on1,6
CC(=O)NC=N,c1conc1O,7
C1C=CC2OC12,C1CC2OC2C1,1
C#CCC1CC1,Cc1c[nH]c(=O)o1,7
c1ccncc1,C(=O)NC(=N)N,10
CCCC#CC,c1ccnc(c1)O,8
C1C2CCC12,Cn1cc(nc1)N,7
c1c(oc(=O)[nH]1)O,Cc1ccccn1,10
c1cocc1N,C#CC1CCC1,8
OC1CC(O)C1,Cn1nccn1,6
CC(C)(C#N)N,CC1COC1C,6
C(=O)N,CN(C)C=O,4
C#N,c1cc([nH]c1)O,10
C,CC1C2CC1C2,12
C(C(=O)N)O,c1cc([nH]c1)O,8
O=CC1CN1,c1c([nH]c(=O)[nH]1)O,7
CCOCC#C,Cc1cccnc1,9
CC1CCCO1,N#CCC1CO1,4
CC12CC1CC2,C1CC1C1CO1,5
CC#CC=O,Cc1cc[nH]n1,7
C1C=CNC1=O,C1C2CC=CC12,4
c1c(non1)N,Cc1ccccc1,8
CNC(=O)N,CC1NC1C#N,6
CC1OC1C,Cc1c[nH]cc1N,9
CC(C)C#C,Cn1cncn1,6
CC(O)C1CO1,CC(=NO)C1CN1,5
CC1OC1(C)C,c1nncnn1,12
CCCC#CC,C1C2CCOC12,4
CC1(C)CC1O,N#CC1CCO1,5
C1C(=O)OCO1,NC1=COC(=N)O1,5
CC(O)C=O,CCC(C)C#C,5
C1COC=N1,c1c(nc([nH]1)O)N,9
C1CN1C=O,Cc1[nH]ncn1,8
COC1CC1C,Cc1ccn(c1)C,5
COC(C)=N,c1cnnnn1,10
C1C2C1C1OC21,Cc1c[nH]cc1O,9
CC(C)O,C1CCOCC1,7
CC1CCC1,Cc1cc([nH]c1)O,9
CCC(=NO)CC,Cc1ncc(o1)N,8
C1CC(=O)C=C1,C1CN(C1)C=O,4
c1c(nc[nH]1)N,C(C=O)NC=O,8
CCC1CC1O,CC(O)C1CO1,3
CCCOC=O,CN=C1CCO1,4
c1coc(=O)[nH]1,NCC(O)C#N,5
C(=N)NC=O,CC(=O)CC=O,4
CC1COC1=N,CC1CC1C#N,4
c1ccoc1,CC(C)(C=O)O,8
CC1CC(C)O1,c1c(c[nH]c1N)O,8
CCOC1CC1,C1CCC(=NO)C1,7
CC1CC(=O)N1,CC(=NO)CCO,5
C(C(=O)N)O,c1coc(c1O)N,7
CC1CNC1=O,c1nc(=O)nco1,5
C1CC1C#N,N=C1NC=NC=N1,9
N=C1OC=CO1,CC(C)N1CC1,7
C1C2CC1C2,c1cncoc1=O,8
CC1NCC1=O,C#CC#CC=O,4
CC(C)C#C,C1C2C3OC2C13,6
CC1(CC1)C=O,CC(=NO)C1CN1,6
CC1=CCCC1,Cc1cnccn1,9
CC1C(O)C1O,C#CC#CC=O,6
COCCO,Cc1cc(c[nH]1)N,9
c1cocc1N,C1CC1(C#N)N,7
CC1CC1C#N,Cc1n[nH]nn1,9
C(C#N)C(=O)N,Cc1cc([nH]c1)N,9
CN=C1CCO1,CC1CC1CO,4
CC(=O)C#C,C1C2CCOC12,6
C1COC=N1,C#CCNC=O,5
C1CC(C1)CO,c1c([nH]nn1)N,10
Cc1cc(oc1)N,N=C1OC=CC=C1,7
CC(C)(C)OC,N=C1OC=CC=N1,8
COC(=O)C=O,Cn1cncn1,7
c1c(nc[nH]1)O,C(=O)(C(=O)N)N,8
C1CO1,c1cnc(=O)oc1,10
CN1CCC1=O,Cn1cc(nc1)N,6
Cc1ncco1,c1(nnon1)O,4
CCOC=O,c1[nH]c(=O)ncn1,7
CC(=O)CC#C,C(=O)C(C=O)O,5
CC(=O)C,Cc1ccc([nH]1)O,10
CCOCCO,c1c(oc(n1)O)N,9
CC(O)CC#N,c1ccoc(=O)c1,7
CN(C=N)C=O,C1CC(C1)C=O,4
OCC1CN1,C1CC1NC=O,5
C#CCC1CO1,Cc1c(nc[nH]1)O,9
CC1CC1C#N,Cc1nccn1C,6
CC1(CC1)O,C1CC1(C#N)O,2
C1C=CCC1=NO,Cc1ncccn1,9
CCC1CC1,C(C=O)OC=O,6
C(#N)C#N,CC(=NO)COC,9
C(CC#N)CO,C1COCC=C1,4
COC1CC1,c1c[nH]c(c1O)N,10
CN=CNC=O,CC1CC2CC12,7
CC1CC1,C1COCCO1,7
c1cc(oc1)N,C1C2C1C1NC21,8
CC1OCC1O,Cc1ccc([nH]1)C,9
CC(C)CC#C,Cn1cnnc1,5
C#N,CC1COC1,9
COC1COC1,OCCC1CO1,4
CC1OCC=C1,CCC#CCO,2
COC1CC1,C1C=CNC1=O,5
C(CO)C#N,Cc1cncn1C,8
N=C1OCC=C1,OC1C2CC1C2,6
c1c(c[nH]c1O)N,c1cocnc1=O,8
CC(=O)C1CC1,C1CCCCC1,5
CC1CC2OC12,c1c(c(c[nH]1)N)N,10
C#CCN1CC1,OC1=CNC(=N)O1,8
N=COCC#N,CCC(=NO)CC,7
C1C(CO1)O,c1nc(=O)nco1,8
N#CC1CO1,CC(C)C(C)O,5
c1ncncn1,C#CC#CC=O,9
Cc1cc(co1)N,c1c(nc([nH]1)N)O,4
c1ccnc(c1)O,Cc1cc[nH]c1N,4
NC(=O)C1CN1,O=C1CC2OC12,3
CC(C#N)C#N,c1c(oc(=O)o1)O,9
CC1COC1=O,CC1NC1CO,5
C(=O)C(=O)N,CC1(CC1)CO,7
CC1CCC1,c1coc(=O)o1,6
CN1CC(=O)C1,CC1CC2CC12,4
C(C=O)C#N,C1OCC2OC12,7
C1C2C1C1NC21,c1[nH]c(c(n1)O)N,11
CNC(=O)OC,C1CCOCC1,5
CC1(CN1)C#N,CCCCC#N,4
CCC(O)C=O,Cn1nnnn1,8
CCCO,COCC1CC1,5
CC(=O)OC=N,CCC(=NO)C#C,7
C1C2COC12,Cc1[nH]c(cn1)O,10
CCC1CC1O,c1(nnon1)O,10
CC12CC1CO2,O1C2C3OC2C13,4
CC1OCC=C1,CCCOCC,2
C#CC#C,CC(=O)C1CO1,7
O=CC1CO1,c1nnno1,9
O,Cc1ccno1,11
C1CC1,NC1=CNC(=N)O1,11
CC1CC1C#C,N=C1OC=NC=C1,8
CC1(CC1)C#C,C(CC#N)CO,5
CC1(CC1)O,N=COC=O,6
Cc1cnco1,CCC(C)(C)C,8
CC1CCC1,Cc1cnno1,9
Cc1nnon1,c1coc(=O)cn1,11
CC(=O)NC=N,C(C#N)NC=O,4
C(CO)C=O,OCC1CCO1,5
COC(C)C#C,Cc1ncncn1,9
COC(=O)C#C,C1C2C3CN1C23,7
OCC1CC1O,Cc1cnn[nH]1,9
C#CCC=O,c1c([nH]c(n1)O)N,10
CC(O)C(C)=NO,Cc1cc(c[nH]1)O,7
C1CO1,C1C2C1C1CC21,9
OC1COC1=N,Cn1nnnn1,8
CCC(=O)C#C,NC1COC1=N,5
C(COC=O)O,Cc1c[nH]cc1C,10
O=C1CC2OC12,Cc1ncccn1,11
Cn1ccnn1,c1cc(cnc1)O,11
C1C2CC1C2,Cn1cc(nc1)N,8
CC(C)COC,CC1CCOC1,1
C1C2C3CC1N23,ON=C1CN2CC12,6
CNC(=O)C#C,CNC(C)C#N,3
C1C=CC(=O)N1,c1c(oc(=O)[nH]1)N,4
CCCC(C)C,CCC1(CC1)O,4
CCC(O)C=O,C1C2CCOC12,4
CC1(CO1)C=O,CC1COC1=N,3
c1cc(oc1)N,CCC1CC1O,7
C1CC1C(=O)N,N1C2C1C1NC21,5
Cc1ccoc1,C1CC(=O)NC1,8
c1ccncc1,O1C2C3OC2C13,10
CC(C)C#N,C1C=CNC1=O,6
CCC1CCO1,c1cnoc1N,8
CCCC1CO1,c1[nH]c(c(n1)N)O,10
CC#C,CC(C)C(=NO)C,9
CC(O)CC#C,N=C1CCCO1,4
c1ccccc1,O=C1CC2CC12,9
CC1OC1C,OC1=COC(=N)N1,8
CC1(COC1)C,O=CC1CCO1,5
C1NC1C1CN1,c1c(c(co1)N)N,8
c1[nH]nc(n1)N,Cc1ncncn1,5
CCCC=O,CC(=NO)C1CC1,6
CN=CNC=O,CC#CCOC,6
CC1CCCC1,C1CC1C2CC2,3
CC#CCCO,C1OC1C1CO1,4
OC1CC2NC12,c1c(nn[nH]1)O,8
CC1OCC1=O,Cc1coc(=O)[nH]1,6
OC1CC1C#N,ON=C1CC(O)C1,5
c1[nH]nc(n1)N,c1cn[nH]c1O,2
CCOCC=O,C12C3C1C1C2C31,7
CCC#CC#C,Cc1c[nH]c(=O)o1,7
Cc1ncon1,c1cc[nH]c(=O)c1,10
CC1CNC1=O,C#CC#CC#N,6
c1(n[nH]nn1)N,Cc1cc[nH]c1C,6
C1CCC(=NO)C1,c1cncnc1N,10
CCC(C)(C)C,c1coc(c1N)N,9
N#CC1CCN1,c1ccc(cc1)O,10
CCC(C)CO,CCOCC=O,4
CO,c1(nnon1)O,9
C1CNC(=O)N1,C#CC#CC#N,6
C1CC1N2CC2,Cc1ccc([nH]1)N,9
c1c(c[nH]c1N)N,Cc1ccccc1,6
C1C2CC1C2,CC#CC(C)C,5
C#CC1(CC1)O,OC1CCC=C1,3
CCOCC=O,C1COCC1=NO,4
CC1CC(=O)N1,C1COCC1=O,4
C(=O)NC(=O)N,CC1CC1C=O,5
COCCCO,CCC1CN1C,3
CC#CC(C)C,c1cnc(cn1)N,9
N=C1CCO1,CCC(=NO)CC,6
CC(C)OC,OC12CC(C1)C2,5
CC1OCC=C1,Cc1cnno1,7
CN(C)CC=O,C(C#CCO)O,5
CC(C)(C)CO,COCCOC,5
C(CO)C(=O)N,N=C1OC=NO1,5
CC(O)C1CC1,c1cnc(cn1)N,10
CCOC=NC,C1CC(=NO)C=C1,5
CC#CCC#N,CC(=O)C1CN1,6
OC1COC1=N,Cn1ncnn1,7
COCCC=O,CC(C)C1CC1,5
CN=COC,CC1OCC1=NO,7
N#CC1CN1,c1nc([nH]n1)O,9
C(C#N)O,C1C2C3C1CN23,9
C(#CC#N)C#N,Cn1ccc(c1)N,7
c1c(nc(o1)O)N,c1cnc(nc1)O,5
CC1(CO1)C,CC1OCC1=NO,6
c1[nH]nc(n1)O,Cc1nc(co1)N,5
COC(=O)CN,Cc1ncc(o1)N,9
N,c1[nH]ncn1,9
c1nnco1,c1c(con1)N,4
CC#CC(=NO)C,N=C1N=COC=N1,8
COCCC=O,CC1NC1C=O,3
CC1OC1C,COCC=O,4
CC(C)(C)C,CC(C)NC=O,5
CC(C)OC,C#CC#CCO,5
C1CC1C#N,COC(C)C#N,4
C1CC(C1)O,OC12CN(C1)C2,4
C#CCC(=O)N,Cc1cc(c[nH]1)N,8
O=CC1CN1,CC(=O)COC,4
CC(C#C)C#N,OC1COC1=N,5
c1nc(no1)N,c1cnc(cn1)N,5
CC1CCC1C,OCC1CC1O,4
CC(O)CC#N,c1cc(cnc1)O,8
N=C1OC=CO1,CC(CO)CO,6
CN(C=O)C=O,CC(=O)N1CC1,4
CCC#CC=O,C1C2C1C1OC21,5
CC(C)NC=O,CCC(O)C#N,5
CC1(CN1C)C,C(C#CCO)O,6
CC(C)C(=O)C,CC#CC(=NO)C,6
CC(O)C#C,C(C#N)C#N,4
C1CC1C#N,C1C2CC1CC2,7
COC(C)CO,Cc1cccnc1,9
C1C(=NO)CN1,Cc1cnc([nH]1)O,9
O=CC1CN1,CC12CC1CC2,6
N#CC1CN1,OC1C2CC1C2,8
CC#CCC=O,C1COCCO1,4
C1C2COC12,Cc1ncno1,9
CC(C)(C#C)O,C1CC1CC=O,4
CC1(CC1)C#N,CCCCC#N,3
C#CC(=O)C#N,C1CC1(C=O)O,5
CCC,OC1CC(O)C1,7
CC1CC(C)C1,NC(=O)C1CN1,6
c1cc(oc1N)N,c1c[nH]cnc1=O,7
CC1CCC1O,Cc1cnoc1,7
C#CC(=O)C#N,C(C(=O)C#N)O,2
c1ccoc(=O)c1,Cc1ccncc1,9
CC1CC(O)C1,CC1(CC1)C#N,5
N=COC=O,Cc1ncc(o1)N,10
CN(C)CC#N,C#CCC1CC1,3
OCC1CO1,C(C(F)(F)F)N,6
CCC#CCO,C1OCC2OC12,4
N=C1OCC=C1,Cn1cc(nc1)O,7
C#CC1CCO1,c1nc(no1)N,10
CC(=O)NC=O,Cc1ccc(o1)C,9
CN=CNC=O,CCCCC#C,5
C(=O)(N)N,c1cnccn1,10
C(=O)N,NCC(O)C#N,8
NC(=O)OC=N,C1C(=O)OC=N1,2
CNC(=O)C=O,CC1=CCCC1,6
C1CC1O,c1coc(c1N)O,10
c1coc(c1N)N,c1[nH]c(c(n1)O)O,4
CC1CC1C#C,C1CCOCC1,4
C1CCCC1,CN1CC1C#N,5
C(C#N)NC=O,CC(=NO)CC#C,6
CC1NC1CO,Cc1cc(oc1)N,9
CCO,C1CC(=O)NC1,8
C1CC1,CC#CCC#N,7
CC1CC(=O)C1,C#CC(=O)CO,4
CC1OCC=C1,Cc1cnn[nH]1,8
OC1CC1C=O,Cn1cncn1,7
CC#CC(=O)N,CN=CNC=O,4
Cc1cccnc1,c1cnc(nc1)N,4
OC(C=O)C#C,C1C2COCC12,5
c1c[nH]cc1N,C1CC(=O)NC1,8
COC(=O)C#N,CCC1(C)CO1,5
CN(C)C(=O)N,CCOCC#C,6
CC(C#N)C#N,Cc1cc[nH]c1O,8
C(CO)C(=O)N,Cc1c[nH]c(n1)C,9
CNC(=O)C=O,CC(C)C1CC1,7
C#CCCCO,c1c(oc(=O)[nH]1)O,6
CCN=COC,c1nc(no1)O,7
C(CC#N)C#N,CCC1CC1O,5
c1nc(on1)N,c1noc(=O)o1,8
CC(C)C(C)O,c1nc([nH]n1)N,10
CCC(N)C#N,c1c(oc(n1)N)N,8
CC1OC1C,CCC(=O)CO,4
CC1CC1C=O,CC1NCC1=NO,6
NCC(O)C#N,CC1OC1C#C,3
CCCCCO,c1cnc(nc1)O,8
CCO,c1cocc1N,9
CC1(CC1)C#C,Cc1c[nH]nn1,9
c1c[nH]cc1O,CC1CC=CC1,7
CC#CCO,CC(O)CC#C,4
CC(=NO)C#C,CN(C=N)C=O,6
CC(=O)CCO,CC1NC1C#N,5
CNC=O,CC(=O)N1CC1,5
CNCC#N,C#CC1COC1,6
c1cocn1,N=COCC#N,7
C1CNC1=O,c1c(nc([nH]1)N)O,10
CC#CC1CC1,C1C2C1N1CC21,4
C(C(CO)O)O,Cn1ccc(c1)N,6
CCOC(C)C,CC1NCC1=NO,7
CC1(CC1)OC,Cc1cnc(o1)C,9
CN(C)C=O,Cc1c(cc[nH]1)O,10
c1c(nc([nH]1)O)O,c1coccc1=O,9
CN1CC(=O)C1,CC#CCOC,6
C1C(=NO)CO1,CC(C#C)C#C,7
CC1C2COC12,C1C=CC2NC12,4
C[NH2+]CC([O-])=O,C1CC1OC=O,5
CC1CC2CC12,Cc1c(cc[nH]1)N,9
CC12CC1OC2,c1nncnn1,12
CC(C)OC,C1C2CCOC12,4
CC1CC1(C)O,c1c(c(c[nH]1)O)O,8
N=COC1CC1,CC#CC1CN1,5
C1OC2COC12,Cc1c(nco1)O,8
N#CC1CN1,CC1CN1C=O,5
CC1(CN1C)C,N=C1OC=NC=C1,8
c1c([nH]cn1)O,c1cnoc1N,3
C#CCCC=O,C12C3C1N1C2C31,7
NC(C#C)C#N,Cc1coc(n1)N,9
CN=COC=O,CCC1CCO1,5
CC1NC1C#C,c1c(c(c[nH]1)O)N,9
C#CCCO,CC12CCC1O2,5
OCC1CCO1,CCC1CN1C,4
C#CC#N,c1c(coc1N)O,10
Cn1cccc1,Cc1ccn[nH]1,7
ON=C1CC2CC12,Cc1cc(oc1)N,9
OC12CC(C1)C2,c1(nnon1)O,11
CCC1CO1,CC(C)C1CC1,3
CC#CC(C)O,c1c[nH]c(c1N)O,8
CCC1CC1C,c1coc(c1O)N,9
OC(C=O)C#N,Cc1cc(oc1)N,9
N=C1CN=CN1,C1CC(C1)CO,6
c1cn[nH]c1N,c1[nH]nc(n1)O,2
COC(C)C=O,C(C=O)OC=O,3
c1ccoc1,CC1OCC1=NO,10
n1nnon1,CN=C1CCO1,11
N=C1NC=NO1,c1ccnc(c1)O,10
CC(=O)CO,N#CCC1CO1,5
CN1CC(C1)O,C1C2CC1CC2,3
CC(=O)OC,CC(C)(C=O)O,5
[NH3+]CC([O-])=O,CC1C(C)C1C,7
CCC=O,C1C2CC1O2,5
c1c(c[nH]c1O)O,Cc1nccn1C,9
c1cc([nH]c1)O,c1cc(cnc1)N,5
C#CCC#N,OC1=CNC(=N)O1,8
C#CC#N,CCC#CC#N,4
COC,CCOC(=O)C,6
CC1OC1(C)C,c1c[nH]nc1N,9
CC(=O)N(C)C,c1(=O)[nH]nno1,6
C(CO)O,c1c[nH]nc1O,8
CC(CO)C#N,CC1(CO1)C#N,1
CC(C#N)C#N,c1(nnon1)N,9
C(=O)C#N,c1c([nH]c(n1)O)N,11
COC(C)=N,c1cnc(cn1)O,9
CC1(CC1)OC,Cc1ccc(o1)N,8
CC([NH3+])C([O-])=O,CC1CC1C#C,6
CCC(=O)OC,C1CC1CC=O,4
CC(=O)NC,N=C1OC=NO1,6
CCC(=O)OC,COCC1CO1,3
O=CC1CO1,CC1(CCC1)O,6
CC1CO1,CC1CCC1C,7
c1nnno1,C#CC(=NO)C#C,11
c1c[nH]cc1O,c1c[nH]c(c1O)O,2
C1CC(=NO)C=C1,c1c(c[nH]c1N)N,9
CCC(=O)C,N=C1CCO1,3
Cc1ccno1,N=C1OC=CC=N1,10
CC(O)C(C)=O,CC1C2CC1O2,4
CC(=NO)CCO,Cc1cncn1C,5
CC(C)(C)C#C,CC1(CO1)C#N,3
C#CC#C,OC1CN2CC12,8
Cc1cnco1,CC1=CCOC1,7
CC(=O)C#C,Cc1cnno1,7
Cc1ccno1,c1cnc(nc1)N,7
CC(C)(C)O,C(=O)C(=O)C#N,6
CC1(CO)CO1,c1(=O)[nH]nn[nH]1,8
CC1CCC=C1,c1coc(c1O)N,9
CC(=O)C=O,C#CCCCO,6
n1nnon1,CCC1(CC1)O,13
C1CC(=O)C=C1,Cn1cccc1O,5
CC(=NO)C#C,C1CC1CCO,5
CCC(O)C#N,C1C2CCC1O2,4
c1ccncc1,Cc1n[nH]nn1,6
CC1CC1C,O=C1CC2CC12,3
CCC1CCC1,Cc1nnon1,10
C#C,Cc1cn[nH]n1,10
C1CC(=O)C=C1,Cc1c[nH]c(=O)[nH]1,5
CCCCCO,c1[nH]nc(n1)O,8
CC(C)C(C)O,Cc1coc(n1)O,8
CC(=O)NC=N,C1C2C3OC1C23,7
CC(=O)NC=N,COCCC#N,5
CC1COC1=N,CC(O)C1CC1,4
CN=COC,OC1COC1=O,6
c1cc[nH]c1,C1C=CCO1,6
CC(C)CC#N,OC1C2CC1O2,6
N=C1OC2CC12,C1C2C3OC2C13,5
COC1CC1,CCC#CC=O,5
Cn1ccc(c1)O,Cc1cncn1C,4
CC1CC1(C)C,CCC1(CC1)O,3
CCCC(=O)C,CC1C2CC1O2,4
C1COC(=O)O1,O=C1NC2CC12,3
CC1CC(=O)C1,CN(C=O)C=O,6
Cc1nc[nH]n1,c1coc(=O)cn1,10
CC(C)(C#N)O,C#CC#CCO,5
[NH3+]CC([O-])=O,C#CC#CC#N,8
CN(C)CC=O,C1CC1C1CO1,4
OC1CC1C=O,Cn1cnnn1,7
CC#CC#C,CN=COC=O,6
C#CC1COC1,C1C2CC=CC12,5
CC(C)CC=O,c1c[nH]c(c1N)O,9
CC1(CC1)OC,C1CC(=O)C=C1,5
CCC1CCC1,c1c[nH]c(c1O)O,9
C#CCC#C,CC12CCC1O2,6
COC1CC1,c1cncnc1N,11
CCCC,CNC(C)C#N,5
CN1CC1C=O,c1nc(=O)nco1,6
CNC(=O)N,CC1NC1C#C,6
CC(C)C(=O)N,OCCOC=N,5
c1c[nH]c(=O)[nH]1,C#CC(=O)C#C,5
c1ccccc1,CN(C)CC=O,9
c1[nH]ncn1,CC(=NO)CC#C,11
CC1NC1C#C,C1OCC2NC12,3
CC1CC1CO,O=C1OC2CC12,3
CCCC(C)C,C(CC=O)CO,4
Cc1cc[nH]c1,N=C1OCC=C1,8
C#CC1CC1,Cc1ccno1,8
C1CC(=O)C1,c1conn1,8
